,base_market,quote_market,hedge_ratio,half_life
0,SNX-USD,XTZ-USD,2.9875213806041865,2.0
1,SNX-USD,ICP-USD,0.6213420265813139,3.0
2,SNX-USD,ETC-USD,0.13297659783594767,3.0
3,SNX-USD,ZEC-USD,0.08257880162554576,2.0
4,SNX-USD,LINK-USD,0.3412324585628299,2.0
5,SNX-USD,MKR-USD,0.0018642757475103927,2.0
6,SNX-USD,ATOM-USD,0.29895057964612315,3.0
7,SNX-USD,BCH-USD,0.010466237619072397,3.0
8,SNX-USD,CELO-USD,4.8313488555736885,2.0
9,SNX-USD,ENJ-USD,8.516538069500111,2.0
10,SNX-USD,RUNE-USD,1.353970362371411,2.0
11,SNX-USD,FIL-USD,0.6317625973336368,3.0
12,SNX-USD,ZRX-USD,12.205760403929464,2.0
13,SNX-USD,TRX-USD,26.64077928248311,2.0
14,SNX-USD,YFI-USD,0.0003770366145512406,3.0
15,SNX-USD,COMP-USD,0.05116114928145804,3.0
16,SNX-USD,XLM-USD,16.850712345778454,2.0
17,SNX-USD,EOS-USD,3.533244197564922,3.0
18,SNX-USD,NEAR-USD,1.7915099254601994,3.0
19,SNX-USD,ALGO-USD,21.897621889947967,2.0
20,SNX-USD,XMR-USD,0.014485848609187975,2.0
21,SNX-USD,SUSHI-USD,3.514062373888036,2.0
22,SNX-USD,ADA-USD,8.030882638163837,3.0
23,SNX-USD,UMA-USD,1.5195903055366586,3.0
24,SNX-USD,BTC-USD,7.915778634851693e-05,2.0
25,SNX-USD,DOT-USD,0.47830367886562225,3.0
26,SNX-USD,CRV-USD,4.6100940917119315,3.0
27,SNX-USD,SOL-USD,0.10454318533651609,3.0
28,SNX-USD,DOGE-USD,32.58315820726471,2.0
29,SNX-USD,LTC-USD,0.032332855840530556,3.0
30,SNX-USD,AAVE-USD,0.036987425506743596,3.0
31,SNX-USD,UNI-USD,0.46498500288299116,3.0
32,SNX-USD,MATIC-USD,3.763842895017205,2.0
33,SNX-USD,1INCH-USD,8.517417606794497,3.0
34,SNX-USD,AVAX-USD,0.2070234285625226,3.0
35,SNX-USD,ETH-USD,0.001257188956735837,2.0
36,ICP-USD,ATOM-USD,0.480884885830996,16.0
37,ICP-USD,CRV-USD,7.421535831243935,11.0
38,ICP-USD,SOL-USD,0.1682080835266619,6.0
39,ICP-USD,MATIC-USD,6.049504916880398,17.0
40,ICP-USD,AVAX-USD,0.33295415048618493,16.0
41,ETC-USD,ATOM-USD,2.2492680173514277,17.0
42,ETC-USD,FIL-USD,4.751535286515937,5.0
43,ETC-USD,YFI-USD,0.002836856825600255,15.0
44,ETC-USD,ADA-USD,60.392618698546244,4.0
45,ETC-USD,DOT-USD,3.5998845461036946,22.0
46,ETC-USD,UNI-USD,3.498476332867337,17.0
47,ETC-USD,AVAX-USD,1.557435837478669,14.0
48,ZEC-USD,FIL-USD,7.65377833415692,8.0
49,ZEC-USD,XMR-USD,0.17545298091776373,10.0
50,ZEC-USD,SUSHI-USD,42.5588966550924,10.0
51,ZEC-USD,BTC-USD,0.000958710333486259,7.0
52,ZEC-USD,AAVE-USD,0.44813267205423435,22.0
53,ZEC-USD,1INCH-USD,103.16965425958497,15.0
54,ATOM-USD,DOT-USD,1.6004815093457636,6.0
55,ATOM-USD,CRV-USD,15.431942818379213,8.0
56,ATOM-USD,AAVE-USD,0.12366998455240089,12.0
57,CELO-USD,EOS-USD,0.731482648583543,11.0
58,FIL-USD,ALGO-USD,34.6274595742987,6.0
59,FIL-USD,ADA-USD,12.703417962251333,5.0
60,FIL-USD,DOT-USD,0.7572489856783481,6.0
61,FIL-USD,CRV-USD,7.301670742159712,7.0
62,FIL-USD,SOL-USD,0.16546443855264187,7.0
63,FIL-USD,AAVE-USD,0.05851950075354905,5.0
64,FIL-USD,AVAX-USD,0.32762410043448287,5.0
65,FIL-USD,ETH-USD,0.001987941142821259,6.0
66,YFI-USD,ADA-USD,21285.130638502065,9.0
67,YFI-USD,CRV-USD,12234.191343382092,18.0
68,COMP-USD,SOL-USD,2.04223010478936,8.0
69,EOS-USD,DOGE-USD,9.215805274049606,9.0
70,EOS-USD,LTC-USD,0.009153643509825109,8.0
71,EOS-USD,ETH-USD,0.0003556406407138207,14.0
72,NEAR-USD,XMR-USD,0.00808057559925281,14.0
73,XMR-USD,BTC-USD,0.005462992045773582,16.0
74,XMR-USD,ETH-USD,0.0867617167768531,18.0
75,SUSHI-USD,1INCH-USD,2.4242015603710323,10.0
76,ADA-USD,DOT-USD,0.05960607169391299,16.0
77,ADA-USD,CRV-USD,0.5746970709942996,19.0
78,ADA-USD,SOL-USD,0.013024076219389833,21.0
79,ADA-USD,UNI-USD,0.057926229648856076,12.0
80,ADA-USD,AVAX-USD,0.025787478161992436,9.0
81,UMA-USD,BTC-USD,5.048192150651299e-05,3.0
82,UMA-USD,DOT-USD,0.3048968089531658,3.0
83,UMA-USD,CRV-USD,2.93672157800357,3.0
84,UMA-USD,SOL-USD,0.0666194163480511,3.0
85,UMA-USD,DOGE-USD,20.779532000023778,3.0
86,UMA-USD,LTC-USD,0.020619348421905784,3.0
87,UMA-USD,AAVE-USD,0.02357150511167891,3.0
88,UMA-USD,UNI-USD,0.2962707198380762,3.0
89,UMA-USD,MATIC-USD,2.398392590174047,3.0
90,UMA-USD,1INCH-USD,5.430215555254463,3.0
91,UMA-USD,AVAX-USD,0.13200121466154285,3.0
92,UMA-USD,ETH-USD,0.0008016219253347589,3.0
93,DOT-USD,CRV-USD,9.641665927784459,6.0
94,CRV-USD,SOL-USD,0.0226589126254902,12.0
95,CRV-USD,AVAX-USD,0.04485737986075829,12.0
96,SOL-USD,AVAX-USD,1.9792971264795964,13.0
97,DOGE-USD,LTC-USD,0.0009930488587086247,12.0
98,DOGE-USD,MATIC-USD,0.11553461034475218,12.0
99,DOGE-USD,AVAX-USD,0.006358236635457132,19.0
